trialKeys,levelFreq,levelFace,lCueName,rCueName,srespLoc,srespChoice,RT,Hand,blockType,subjectId
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.585723899999991,Right,mix,sub4
MahGol,HF,3,Goli,Mahnaz,left,Goli,1.0653318,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,right,Mahnaz,0.775949299999994,Right,mix,sub4
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.628528099999997,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,right,Abbas,0.5374944,Right,mix,sub4
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.874876099999994,Right,mix,sub4
MahGol,LF,2,Goli,Mahnaz,left,Goli,1.34607690000001,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.79697809999999,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,right,Mahnaz,0.653720800000002,Right,mix,sub4
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.440013499999992,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,right,Abbas,0.561177999999984,Right,mix,sub4
AbHa,HF,3,Hasan,Abbas,left,Hasan,0.734345000000019,Right,mix,sub4
AbHa,HF,0,Hasan,Abbas,left,Hasan,0.806145299999997,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,0.60951080000001,Right,mix,sub4
AbHa,HF,-1,Hasan,Abbas,left,Hasan,1.34813980000001,Right,mix,sub4
AbHa,HF,-3,Hasan,Abbas,right,Abbas,0.580071699999991,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,left,Goli,1.4524303,Right,mix,sub4
MahGol,HF,3,Goli,Mahnaz,left,Goli,0.679317099999992,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,0.859323799999999,Right,mix,sub4
AbHa,HF,-2,Hasan,Abbas,right,Abbas,0.9366263,Right,mix,sub4
MahGol,HF,-1,Goli,Mahnaz,right,Mahnaz,1.42295209999997,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.644910099999976,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,right,Mahnaz,1.34198759999998,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,right,Mahnaz,0.568356199999982,Right,mix,sub4
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.72323320000001,Right,mix,sub4
MahGol,HF,-1,Goli,Mahnaz,right,Mahnaz,0.860108800000006,Right,mix,sub4
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.280566800000003,Right,mix,sub4
AbHa,IF,-3,Hasan,Abbas,right,Abbas,0.348740899999996,Right,mix,sub4
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.469713600000006,Right,mix,sub4
MahGol,LF,2,Goli,Mahnaz,left,Goli,1.23880199999999,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,right,Mahnaz,0.700221900000003,Right,mix,sub4
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.533159599999976,Right,mix,sub4
MahGol,HF,3,Goli,Mahnaz,right,Mahnaz,0.860604600000016,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.630869199999978,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,right,Abbas,1.18783519999999,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.190613399999989,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.208881899999994,Right,mix,sub4
MahGol,IF,1,Goli,Mahnaz,left,Goli,0.710507400000012,Right,mix,sub4
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.577359299999983,Right,mix,sub4
AbHa,IF,0,Hasan,Abbas,left,Hasan,0.79310000000001,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,1.3061429,Right,mix,sub4
AbHa,IF,-3,Hasan,Abbas,right,Abbas,0.1705106,Right,mix,sub4
MahGol,LF,1,Goli,Mahnaz,left,Goli,1.50033689999998,Right,mix,sub4
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,1.56432810000001,Right,mix,sub4
MahGol,IF,0,Goli,Mahnaz,right,Mahnaz,2.07496789999999,Right,mix,sub4
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.33958530000001,Right,mix,sub4
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.356470700000017,Right,mix,sub4
AbHa,IF,2,Hasan,Abbas,left,Hasan,0.481320199999999,Right,mix,sub4
MahGol,IF,-2,Goli,Mahnaz,right,Mahnaz,0.298745199999985,Right,mix,sub4
AbHa,HF,1,Hasan,Abbas,left,Hasan,1.1389609,Right,mix,sub4
MahGol,HF,-3,Goli,Mahnaz,right,Mahnaz,0.752334599999983,Right,mix,sub4
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.398420600000009,Right,mix,sub4
AbHa,IF,3,Hasan,Abbas,left,Hasan,0.411622999999992,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,right,Mahnaz,0.61997820000002,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,,,,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,left,Goli,0.419305899999983,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,,,,Right,mix,sub4
MahGol,IF,0,Goli,Mahnaz,right,Mahnaz,1.2621686,Right,mix,sub4
AbHa,HF,-2,Hasan,Abbas,,,,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,1.13751930000001,Right,mix,sub4
MahGol,LF,1,Goli,Mahnaz,left,Goli,0.939631499999962,Right,mix,sub4
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,1.15591360000002,Right,mix,sub4
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.538649799999973,Right,mix,sub4
MahGol,IF,-2,Goli,Mahnaz,right,Mahnaz,0.826060700000028,Right,mix,sub4
MahGol,HF,3,Goli,Mahnaz,right,Mahnaz,0.491628100000014,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.604639899999995,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,0.470657299999971,Right,mix,sub4
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.543851200000006,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.8938536,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.500956900000006,Right,mix,sub4
MahGol,LF,3,Goli,Mahnaz,right,Mahnaz,1.02677249999999,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,right,Mahnaz,0.844706799999983,Right,mix,sub4
AbHa,HF,-1,Hasan,Abbas,right,Abbas,0.983445099999983,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,right,Abbas,1.05477149999996,Right,mix,sub4
AbHa,IF,2,Hasan,Abbas,left,Hasan,0.543896800000027,Right,mix,sub4
MahGol,IF,0,Goli,Mahnaz,,,,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,,,,Right,mix,sub4
MahGol,IF,3,Goli,Mahnaz,,,,Right,mix,sub4
AbHa,IF,0,Hasan,Abbas,,,,Right,mix,sub4
MahGol,LF,-2,Goli,Mahnaz,,,,Right,mix,sub4
MahGol,LF,-3,Goli,Mahnaz,,,,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,,,,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,,,,Right,mix,sub4
MahGol,IF,1,Goli,Mahnaz,,,,Right,mix,sub4
MahGol,LF,2,Goli,Mahnaz,,,,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,,,,Right,mix,sub4
AbHa,LF,2,Hasan,Abbas,,,,Right,mix,sub4
AbHa,IF,-3,Hasan,Abbas,,,,Right,mix,sub4
AbHa,LF,-2,Hasan,Abbas,left,Hasan,1.24915040000002,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,right,Mahnaz,0.691902400000004,Right,mix,sub4
MahGol,IF,-2,Goli,Mahnaz,right,Mahnaz,0.729754299999968,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,right,Mahnaz,1.29234380000003,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,left,Goli,0.70984100000004,Right,mix,sub4
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,0.714898400000038,Right,mix,sub4
AbHa,HF,-3,Hasan,Abbas,right,Abbas,0.816691999999989,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,left,Goli,1.1208651,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.289446899999973,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,right,Mahnaz,0.643552199999988,Right,mix,sub4
AbHa,HF,-1,Hasan,Abbas,left,Hasan,1.32698140000002,Right,mix,sub4
AbHa,IF,2,Hasan,Abbas,left,Hasan,0.753786900000023,Right,mix,sub4
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.386712500000044,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,1.20053670000004,Right,mix,sub4
AbHa,LF,2,Hasan,Abbas,right,Abbas,0.623033399999997,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,right,Mahnaz,1.23932730000001,Right,mix,sub4
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.837473100000011,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,right,Abbas,0.310705699999971,Right,mix,sub4
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.683893300000022,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,left,Goli,0.322143399999959,Right,mix,sub4
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.212966100000017,Right,mix,sub4
AbHa,HF,3,Hasan,Abbas,left,Hasan,0.289229999999975,Right,mix,sub4
AbHa,IF,2,Hasan,Abbas,left,Hasan,0.138831400000015,Right,mix,sub4
AbHa,HF,3,Hasan,Abbas,left,Hasan,0.210547200000008,Right,mix,sub4
AbHa,HF,-2,Hasan,Abbas,left,Hasan,1.15817440000001,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,right,Mahnaz,0.261441699999978,Right,mix,sub4
AbHa,HF,0,Hasan,Abbas,left,Hasan,0.758538600000009,Right,mix,sub4
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.224002700000028,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,left,Goli,0.182933999999989,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,0.263300200000003,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,right,Mahnaz,0.885640200000012,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.380255599999998,Right,mix,sub4
MahGol,HF,-3,Goli,Mahnaz,right,Mahnaz,0.720310799999993,Right,mix,sub4
AbHa,IF,2,Hasan,Abbas,left,Hasan,1.76275729999998,Right,mix,sub4
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.443116599999996,Right,mix,sub4
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.245149200000014,Right,mix,sub4
AbHa,HF,3,Hasan,Abbas,left,Hasan,0.268738900000017,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,left,Goli,0.909823700000004,Right,mix,sub4
AbHa,IF,-3,Hasan,Abbas,right,Abbas,0.335723200000018,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.263533199999983,Right,mix,sub4
MahGol,IF,-2,Goli,Mahnaz,right,Mahnaz,0.304106900000022,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.194509100000005,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.934271300000034,Right,mix,sub4
AbHa,HF,0,Hasan,Abbas,left,Hasan,0.316699900000003,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.227860399999997,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,right,Mahnaz,0.672595399999977,Right,mix,sub4
MahGol,IF,0,Goli,Mahnaz,right,Mahnaz,0.218653000000018,Right,mix,sub4
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.467728500000021,Right,mix,sub4
AbHa,HF,1,Hasan,Abbas,left,Hasan,0.753284699999995,Right,mix,sub4
MahGol,IF,1,Goli,Mahnaz,right,Mahnaz,0.305961599999989,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,0.891296199999999,Right,mix,sub4
AbHa,HF,-2,Hasan,Abbas,left,Hasan,0.812933999999984,Right,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.333308499999987,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,left,Goli,0.434358099999997,Right,mix,sub4
AbHa,HF,-2,Hasan,Abbas,left,Hasan,1.14727090000002,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.798791300000005,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,left,Goli,0.275184599999989,Right,mix,sub4
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.439553700000033,Right,mix,sub4
AbHa,IF,3,Hasan,Abbas,left,Hasan,0.225873199999967,Right,mix,sub4
MahGol,IF,1,Goli,Mahnaz,right,Mahnaz,0.342501200000015,Right,mix,sub4
MahGol,IF,1,Goli,Mahnaz,right,Mahnaz,0.182548700000041,Right,mix,sub4
AbHa,IF,3,Hasan,Abbas,left,Hasan,0.26731430000001,Right,mix,sub4
MahGol,HF,3,Goli,Mahnaz,left,Goli,1.20511099999999,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.367684100000019,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.804626900000017,Right,mix,sub4
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.371395200000052,Right,mix,sub4
AbHa,IF,0,Hasan,Abbas,right,Abbas,0.35855330000004,Right,mix,sub4
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.621272500000032,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.358352200000013,Right,mix,sub4
AbHa,IF,3,Hasan,Abbas,left,Hasan,0.271502400000031,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,left,Goli,0.589372300000036,Right,mix,sub4
MahGol,LF,2,Goli,Mahnaz,right,Mahnaz,0.941347300000075,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,left,Goli,0.706606700000066,Right,mix,sub4
AbHa,HF,0,Hasan,Abbas,left,Hasan,0.881160099999988,Right,mix,sub4
MahGol,LF,-2,Goli,Mahnaz,right,Mahnaz,0.455202299999996,Right,mix,sub4
MahGol,HF,-1,Goli,Mahnaz,left,Goli,0.787152999999989,Right,mix,sub4
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.269461299999989,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.310823599999935,Right,mix,sub4
AbHa,HF,-1,Hasan,Abbas,right,Abbas,0.676158900000019,Right,mix,sub4
AbHa,HF,1,Hasan,Abbas,left,Hasan,0.450330799999961,Right,mix,sub4
AbHa,HF,0,Hasan,Abbas,left,Hasan,0.650321299999973,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.653401799999983,Right,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.683419799999911,Right,mix,sub4
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.490628500000071,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.273997699999995,Right,mix,sub4
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.405850699999974,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.299088400000073,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.548819800000047,Right,mix,sub4
AbHa,HF,1,Hasan,Abbas,left,Hasan,0.596167600000058,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.264221499999962,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.425064499999962,Right,mix,sub4
AbHa,HF,3,Hasan,Abbas,left,Hasan,0.346704199999976,Right,mix,sub4
AbHa,HF,-1,Hasan,Abbas,left,Hasan,0.620101999999974,Right,mix,sub4
AbHa,IF,2,Hasan,Abbas,left,Hasan,0.128849100000025,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.200907999999913,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,right,Abbas,0.450856600000066,Right,mix,sub4
MahGol,LF,1,Goli,Mahnaz,right,Mahnaz,0.591626900000051,Right,mix,sub4
MahGol,HF,-1,Goli,Mahnaz,right,Mahnaz,0.690498999999932,Right,mix,sub4
AbHa,IF,0,Hasan,Abbas,left,Hasan,0.651855800000021,Right,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.574267999999961,Right,mix,sub4
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.849721499999987,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,right,Abbas,0.674827599999958,Right,mix,sub4
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.374624799999992,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,left,Goli,1.15747380000005,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,0.733803500000022,Right,mix,sub4
AbHa,IF,-2,Hasan,Abbas,right,Abbas,0.342263700000103,Right,mix,sub4
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.591304100000002,Right,mix,sub4
AbHa,HF,1,Hasan,Abbas,left,Hasan,1.04210709999995,Right,mix,sub4
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.509729399999969,Right,mix,sub4
MahGol,LF,2,Goli,Mahnaz,left,Goli,0.836229800000069,Right,mix,sub4
MahGol,IF,0,Goli,Mahnaz,left,Goli,0.446961199999919,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,left,Goli,0.664689100000032,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,left,Goli,0.420781000000034,Right,mix,sub4
AbHa,HF,0,Hasan,Abbas,left,Hasan,0.895255500000076,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,left,Goli,0.58191039999997,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,left,Hasan,1.62312059999999,Right,mix,sub4
AbHa,HF,-3,Hasan,Abbas,left,Hasan,0.348645900000065,Right,mix,sub4
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.572762200000057,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,1.36632280000003,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.817938099999992,Right,mix,sub4
MahGol,IF,1,Goli,Mahnaz,left,Goli,0.586286400000063,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,left,Goli,0.680590100000018,Right,mix,sub4
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.330468600000017,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.23114279999993,Right,mix,sub4
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.662424200000032,Right,mix,sub4
MahGol,LF,-1,Goli,Mahnaz,left,Goli,0.478035200000022,Right,mix,sub4
MahGol,LF,-1,Goli,Mahnaz,left,Goli,0.307789899999989,Right,mix,sub4
AbHa,HF,3,Hasan,Abbas,left,Hasan,0.609616100000039,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,0.442915200000016,Right,mix,sub4
AbHa,IF,-3,Hasan,Abbas,right,Abbas,0.341928699999926,Right,mix,sub4
AbHa,IF,3,Hasan,Abbas,left,Hasan,0.267711500000019,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,right,Mahnaz,0.424088299999994,Right,mix,sub4
MahGol,HF,3,Goli,Mahnaz,left,Goli,0.90800779999995,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.201032300000065,Right,mix,sub4
MahGol,HF,-3,Goli,Mahnaz,left,Goli,1.30741569999998,Right,mix,sub4
MahGol,HF,-1,Goli,Mahnaz,right,Mahnaz,1.46645650000005,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,0.814250199999947,Right,mix,sub4
MahGol,HF,-3,Goli,Mahnaz,left,Goli,1.40635450000002,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.689032900000029,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.219685400000003,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,right,Mahnaz,1.43616410000004,Right,mix,sub4
AbHa,HF,1,Hasan,Abbas,left,Hasan,0.328070000000025,Right,mix,sub4
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.305963200000065,Right,mix,sub4
AbHa,HF,-1,Hasan,Abbas,left,Hasan,0.46732140000006,Right,mix,sub4
AbHa,HF,-1,Hasan,Abbas,left,Hasan,0.913625499999966,Right,mix,sub4
AbHa,IF,0,Hasan,Abbas,left,Hasan,0.203450000000089,Right,mix,sub4
MahGol,HF,-3,Goli,Mahnaz,left,Goli,1.16496819999998,Right,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.410259399999973,Right,mix,sub4
AbHa,LF,0,Hasan,Abbas,left,Hasan,0.393380099999945,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,0.552100300000006,Right,mix,sub4
AbHa,HF,1,Hasan,Abbas,left,Hasan,0.380478900000071,Right,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.464101099999993,Right,mix,sub4
MahGol,HF,-1,Goli,Mahnaz,right,Mahnaz,1.45656940000003,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,0.635900700000093,Right,mix,sub4
MahGol,LF,3,Goli,Mahnaz,right,Mahnaz,0.885882699999911,Right,mix,sub4
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.3760178,Right,mix,sub4
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.346708000000035,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,right,Mahnaz,0.301977800000031,Right,mix,sub4
AbHa,LF,3,Hasan,Abbas,left,Hasan,0.492000300000086,Right,mix,sub4
AbHa,IF,2,Hasan,Abbas,left,Hasan,0.31193380000002,Right,mix,sub4
MahGol,IF,1,Goli,Mahnaz,right,Mahnaz,0.209440400000062,Right,mix,sub4
AbHa,IF,0,Hasan,Abbas,left,Hasan,0.426389399999948,Right,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.582212999999911,Right,mix,sub4
AbHa,LF,0,Hasan,Abbas,right,Abbas,0.954560399999991,Right,mix,sub4
MahGol,IF,0,Goli,Mahnaz,right,Mahnaz,0.247593199999983,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,left,Goli,0.494456300000024,Right,mix,sub4
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.188502100000051,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,right,Mahnaz,0.142297699999972,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,0.184066799999982,Right,mix,sub4
AbHa,IF,-3,Hasan,Abbas,right,Abbas,0.25284929999998,Right,mix,sub4
AbHa,HF,2,Hasan,Abbas,left,Hasan,0.140535,Right,mix,sub4
AbHa,IF,-3,Hasan,Abbas,right,Abbas,0.248218000000065,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,right,Mahnaz,0.141107099999999,Right,mix,sub4
MahGol,HF,-3,Goli,Mahnaz,left,Goli,0.891490099999942,Right,mix,sub4
MahGol,LF,-3,Goli,Mahnaz,right,Mahnaz,0.723352599999998,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,right,Mahnaz,0.409878700000036,Right,mix,sub4
AbHa,HF,-2,Hasan,Abbas,right,Abbas,0.180475399999978,Right,mix,sub4
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.330019199999924,Right,mix,sub4
MahGol,HF,-3,Goli,Mahnaz,left,Goli,0.107783700000027,Right,mix,sub4
MahGol,HF,1,Goli,Mahnaz,left,Goli,0.254522199999997,Right,mix,sub4
MahGol,HF,0,Goli,Mahnaz,left,Goli,0.174312600000007,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,left,Goli,0.255849900000044,Right,mix,sub4
MahGol,IF,-3,Goli,Mahnaz,right,Mahnaz,0.247003199999995,Right,mix,sub4
AbHa,IF,3,Hasan,Abbas,left,Hasan,0.108222100000035,Right,mix,sub4
MahGol,HF,3,Goli,Mahnaz,left,Goli,0.264426599999979,Right,mix,sub4
AbHa,IF,1,Hasan,Abbas,left,Hasan,0.342606400000022,Right,mix,sub4
MahGol,HF,2,Goli,Mahnaz,left,Goli,0.23951129999989,Right,mix,sub4
AbHa,LF,2,Hasan,Abbas,left,Hasan,0.294876000000045,Right,mix,sub4
AbHa,LF,1,Hasan,Abbas,left,Hasan,0.122609399999988,Right,mix,sub4
MahGol,IF,-2,Goli,Mahnaz,right,Mahnaz,0.173715000000016,Right,mix,sub4
AbHa,IF,0,Hasan,Abbas,right,Abbas,0.374620300000061,Right,mix,sub4
MahGol,LF,1,Goli,Mahnaz,left,Goli,0.268945300000041,Right,mix,sub4
AbHa,LF,-1,Hasan,Abbas,left,Hasan,0.295075399999973,Right,mix,sub4
MahGol,IF,-2,Goli,Mahnaz,right,Mahnaz,0.199013000000036,Right,mix,sub4
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.198320299999978,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,right,Mahnaz,0.115786500000013,Right,mix,sub4
MahGol,HF,-2,Goli,Mahnaz,left,Goli,0.0760883999998896,Right,mix,sub4
MahGol,LF,0,Goli,Mahnaz,left,Goli,0.762936500000023,Right,mix,sub4
MahGol,LF,-1,Goli,Mahnaz,right,Mahnaz,0.293127099999992,Right,mix,sub4
AbHa,HF,-3,Hasan,Abbas,left,Hasan,0.634384599999976,Right,mix,sub4
AbHa,HF,-3,Hasan,Abbas,left,Hasan,0.308836200000087,Right,mix,sub4
AbHa,LF,-2,Hasan,Abbas,right,Abbas,0.547602899999902,Right,mix,sub4
AbHa,IF,-1,Hasan,Abbas,right,Abbas,0.4398731,Right,mix,sub4
MahGol,IF,2,Goli,Mahnaz,left,Goli,0.362837399999989,Right,mix,sub4
MahGol,IF,-2,Goli,Mahnaz,right,Mahnaz,0.216748499999994,Right,mix,sub4
MahGol,LF,3,Goli,Mahnaz,left,Goli,0.995063500000015,Right,mix,sub4
AbHa,HF,3,Hasan,Abbas,left,Hasan,0.410988599999996,Right,mix,sub4
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.399010599999997,Right,mix,sub4
AbHa,IF,3,Hasan,Abbas,left,Hasan,0.240224100000091,Right,mix,sub4
MahGol,IF,-1,Goli,Mahnaz,right,Mahnaz,0.53423870000006,Left,mix,sub4
AbHa,HF,-3,Hasan,Abbas,right,Abbas,0.196330200000034,Left,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,1.00786449999998,Left,mix,sub4
MahGol,IF,3,Goli,Mahnaz,left,Goli,0.315272700000037,Left,mix,sub4
MahGol,LF,1,Goli,Mahnaz,left,Goli,1.05702889999998,Left,mix,sub4
AbHa,LF,-3,Hasan,Abbas,right,Abbas,0.897710599999982,Left,mix,sub4
AbHa,IF,-1,Hasan,Abbas,right,Abbas,0.501464199999987,Left,mix,sub4
AbHa,IF,0,Hasan,Abbas,right,Abbas,1.05046159999995,Left,mix,sub4
AbHa,HF,0,Hasan,Abbas,left,Hasan,0.62351979999994,Left,mix,sub4
